,Date,SKEW,skew_change
7296,2019-01-02,117.26,-0.004584040747028784
7297,2019-01-03,112.22,-0.0429814088350674
7298,2019-01-04,111.44,-0.006950632685795766
7299,2019-01-07,113.56,0.019023689877961214
7300,2019-01-08,115.3,0.015322296583303974
7301,2019-01-09,117.01,0.01483087597571564
7302,2019-01-10,117.72,0.006067857448081249
7303,2019-01-11,119.09,0.011637784573564458
7304,2019-01-14,125.2,0.05130573515828374
7305,2019-01-15,126.87,0.013338658146964777
7306,2019-01-16,131.66,0.03775518247024512
7307,2019-01-17,133.02,0.01032963694364275
7308,2019-01-18,131.19,-0.013757329724853551
7309,2019-01-22,122.82,-0.06380059455751208
7310,2019-01-23,123.88,0.008630516202572824
7311,2019-01-24,130.92,0.05682918953826288
7312,2019-01-25,126.11,-0.03673999388939797
7313,2019-01-28,123.06,-0.024185235112203607
7314,2019-01-29,121.9,-0.009426296115715882
7315,2019-01-30,123.28,0.01132075471698113
7316,2019-01-31,126.53,0.026362751460090816
7317,2019-02-01,126.03,-0.003951632024025931
7318,2019-02-04,128.4,0.018805046417519566
7319,2019-02-05,123.42,-0.038785046728971984
7320,2019-02-06,123.72,0.002430724355858116
7321,2019-02-07,124.45,0.005900420303912135
7322,2019-02-08,127.72,0.02627561269586165
7323,2019-02-11,129.19,0.011509552145317903
7324,2019-02-12,128.6,-0.0045669169440359925
7325,2019-02-13,127.12,-0.011508553654743348
7326,2019-02-14,126.89,-0.0018093140339836555
7327,2019-02-15,129.55,0.020963038852549465
7328,2019-02-19,124.68,-0.03759166345040532
7329,2019-02-20,123.39,-0.010346487006737348
7330,2019-02-21,122.42,-0.007861252937839347
7331,2019-02-22,121.08,-0.010945923868648899
7332,2019-02-25,127.67,0.054426825239511034
7333,2019-02-26,125.53,-0.016761964439570787
7334,2019-02-27,126.44,0.007249263124352812
7335,2019-02-28,126.44,0.0
7336,2019-03-01,126.97,0.004191711483707783
7337,2019-03-04,125.04,-0.015200441049066704
7338,2019-03-05,126.4,0.010876519513755678
7339,2019-03-06,125.8,-0.004746835443038
7340,2019-03-07,123.14,-0.021144674085850523
7341,2019-03-08,125.73,0.02103297060256626
7342,2019-03-11,132.93,0.05726556907659264
7343,2019-03-12,130.17,-0.020762807492665458
7344,2019-03-13,132.57,0.018437427978797105
7345,2019-03-14,130.57,-0.015086369465188154
7346,2019-03-15,128.76,-0.013862296086390447
7347,2019-03-18,127.1,-0.012892202547374887
7348,2019-03-19,123.13,-0.031235247836349345
7349,2019-03-20,120.59,-0.020628603914561783
7350,2019-03-21,120.67,0.0006634049257816521
7351,2019-03-22,117.55,-0.02585563934697943
7352,2019-03-25,117.6,0.00042535091450446316
7353,2019-03-26,117.8,0.001700680272108901
7354,2019-03-27,117.8,0.0
7355,2019-03-28,117.66,-0.0011884550084889645
7356,2019-03-29,120.96,0.02804691483936761
7357,2019-04-01,120.96,0.0
7358,2019-04-02,126.77,0.04803240740740744
7359,2019-04-03,125.96,-0.0063895243354106235
7360,2019-04-04,126.23,0.0021435376309939524
7361,2019-04-05,128.75,0.019963558583538044
7362,2019-04-08,129.13,0.002951456310679612
7363,2019-04-09,127.66,-0.011383876713389585
7364,2019-04-10,127.61,-0.00039166536111545636
7365,2019-04-11,126.23,-0.01081419951414464
7366,2019-04-12,124.22,-0.0159233145844887
7367,2019-04-15,127.69,0.027934310094992698
7368,2019-04-16,125.81,-0.014723157647427376
7369,2019-04-17,125.78,-0.00023845481281292713
7370,2019-04-18,123.6,-0.01733184926061382
7371,2019-04-22,124.24,0.005177993527508029
7372,2019-04-23,124.65,0.0033000643915004346
7373,2019-04-24,123.81,-0.00673886883273167
7374,2019-04-25,124.18,0.002988450044423052
7375,2019-04-26,126.29,0.01699146400386531
7376,2019-04-29,125.79,-0.0039591416580885275
7377,2019-04-30,126.47,0.005405835122028746
7378,2019-05-01,125.32,-0.009093065549142132
7379,2019-05-02,124.59,-0.0058250877752951125
7380,2019-05-03,122.22,-0.019022393450517705
7381,2019-05-06,123.23,0.008263786614302049
7382,2019-05-07,116.88,-0.05152965998539327
7383,2019-05-08,117.79,0.007785763175907068
7384,2019-05-09,117.68,-0.0009338653535954089
7385,2019-05-10,118.54,0.007307953772943465
7386,2019-05-13,119.36,0.0069174962038129895
7387,2019-05-14,119.95,0.004943029490616757
7388,2019-05-15,120.87,0.0076698624426845274
7389,2019-05-16,121.09,0.001820137337635419
7390,2019-05-17,118.69,-0.019819968618383088
7391,2019-05-20,115.25,-0.02898306512764337
7392,2019-05-21,117.17,0.016659436008676698
7393,2019-05-22,115.42,-0.014935563710847477
7394,2019-05-23,114.71,-0.006151446889620549
7395,2019-05-24,114.12,-0.0051434051085345045
7396,2019-05-28,112.58,-0.013494567122327439
7397,2019-05-29,111.93,-0.005773672055427226
7398,2019-05-30,112.68,0.006700616456714048
7399,2019-05-31,112.65,-0.00026624068157610203
7400,2019-06-03,112.32,-0.0029294274300932788
7401,2019-06-04,112.74,0.003739316239316226
7402,2019-06-05,112.91,0.0015078942700017528
7403,2019-06-06,113.89,0.008679479231246123
7404,2019-06-07,114.67,0.006848713671086193
7405,2019-06-10,114.38,-0.00252899625010905
7406,2019-06-11,113.81,-0.004983388704318914
7407,2019-06-12,114.66,0.0074685879975397995
7408,2019-06-13,113.33,-0.011599511599511558
7409,2019-06-14,113.33,0.0
7410,2019-06-17,115.3,0.017382864201888282
7411,2019-06-18,116.21,0.0078924544666088
7412,2019-06-19,115.93,-0.0024094312021339936
7413,2019-06-20,119.23,0.028465453290778875
7414,2019-06-21,118.46,-0.006458106181330248
7415,2019-06-24,117.09,-0.01156508526084743
7416,2019-06-25,116.83,-0.0022205141344265877
7417,2019-06-26,117.16,0.0028246169648207253
7418,2019-06-27,117.5,0.002902014339364989
7419,2019-06-28,118.12,0.005276595744680979
7420,2019-07-01,119.86,0.01473078225533353
7421,2019-07-02,122.14,0.01902219255798432
7422,2019-07-03,120.82,-0.010807270345505215
7423,2019-07-05,126.66,0.04833636815096831
7424,2019-07-08,121.42,-0.04137059845255009
7425,2019-07-09,120.44,-0.008071157964091635
7426,2019-07-10,120.66,0.0018266356692129282
7427,2019-07-11,122.45,0.014835073760981254
7428,2019-07-12,123.65,0.009799918334013835
7429,2019-07-15,126.22,0.02078447230084901
7430,2019-07-16,125.15,-0.008477261923625412
7431,2019-07-17,123.98,-0.00934878146224527
7432,2019-07-18,125.42,0.01161477657686727
7433,2019-07-19,125.5,0.000637856801148029
7434,2019-07-22,125.36,-0.00111553784860563
7435,2019-07-23,124.65,-0.0056636885768984735
7436,2019-07-24,123.08,-0.012595266746891376
7437,2019-07-25,121.88,-0.009749756256093645
7438,2019-07-26,123.27,0.01140466032162779
7439,2019-07-29,125.1,0.014845461182769526
7440,2019-07-30,121.94,-0.025259792166266948
7441,2019-07-31,121.71,-0.0018861735279646075
7442,2019-08-01,117.07,-0.038123408101224276
7443,2019-08-02,117.25,0.0015375416417529042
7444,2019-08-05,113.3,-0.033688699360341134
7445,2019-08-06,114.2,0.007943512797881747
7446,2019-08-07,113.96,-0.0021015761821366885
7447,2019-08-08,117.71,0.032906282906282946
7448,2019-08-09,116.34,-0.0116387732563078
7449,2019-08-12,115.15,-0.010228640192539107
7450,2019-08-13,117.58,0.021102909248805757
7451,2019-08-14,113.48,-0.03486987582922263
7452,2019-08-15,112.52,-0.00845964046528025
7453,2019-08-16,115.84,0.029505865623889127
7454,2019-08-19,116.48,0.005524861878453136
7455,2019-08-20,114.78,-0.014594780219780223
7456,2019-08-21,114.48,-0.002613695765812829
7457,2019-08-22,114.46,-0.00017470300489175195
7458,2019-08-23,112.62,-0.01607548488554944
7459,2019-08-26,113.07,0.003995737879594952
7460,2019-08-27,111.76,-0.011585743344830535
7461,2019-08-28,113.65,0.01691123836793129
7462,2019-08-29,115.02,0.012054553453585415
7463,2019-08-30,115.37,0.003042949052338706
7464,2019-09-03,114.68,-0.005980757562624617
7465,2019-09-04,115.99,0.011423090338332553
7466,2019-09-05,118.58,0.022329511164755678
7467,2019-09-06,118.87,0.0024456063417102047
7468,2019-09-09,118.79,-0.0006730041221502114
7469,2019-09-10,119.01,0.0018520077447596872
7470,2019-09-11,119.95,0.007898495924712146
7471,2019-09-12,119.95,0.0
7472,2019-09-13,118.4,-0.012922050854522693
7473,2019-09-16,119.16,0.00641891891891877
7474,2019-09-17,117.94,-0.010238335011748867
7475,2019-09-18,118.09,0.0012718331354926171
7476,2019-09-19,118.77,0.005758319925480482
7477,2019-09-20,117.5,-0.010692935926580716
7478,2019-09-23,118.78,0.010893617021276558
7479,2019-09-24,118.01,-0.006482572823707677
7480,2019-09-25,117.98,-0.0002542157444284099
7481,2019-09-26,117.51,-0.003983726055263648
7482,2019-09-27,116.61,-0.0076589226448813275
7483,2019-09-30,117.67,0.00909012949146737
7484,2019-10-01,114.01,-0.0311039347327271
7485,2019-10-02,111.47,-0.022278747478291394
7486,2019-10-03,112.44,0.008701892885978335
7487,2019-10-04,114.54,0.01867662753468524
7488,2019-10-07,118.76,0.03684302427099695
7489,2019-10-08,118.42,-0.0028629168070057887
7490,2019-10-09,119.95,0.012920114845465402
7491,2019-10-10,120.85,0.007503126302625951
7492,2019-10-11,122.4,0.012825817128671924
7493,2019-10-14,124.85,0.020016339869280975
7494,2019-10-15,127.17,0.01858229875851025
7495,2019-10-16,125.53,-0.012896123299520279
7496,2019-10-17,128.01,0.019756233569664605
7497,2019-10-18,126.24,-0.013827044762127927
7498,2019-10-21,128.44,0.017427122940431028
7499,2019-10-22,125.79,-0.020632201806290773
7500,2019-10-23,127.92,0.016932983544001967
7501,2019-10-24,125.22,-0.02110694183864914
7502,2019-10-25,125.7,0.003833253473886078
7503,2019-10-28,125.26,-0.0035003977724741286
7504,2019-10-29,127.29,0.016206290914897004
7505,2019-10-30,129.64,0.01846178018697442
7506,2019-10-31,130.71,0.008253625424252009
7507,2019-11-01,126.88,-0.02930150715324009
7508,2019-11-04,129.74,0.02254098360655754
7509,2019-11-05,126.78,-0.022814860490211197
7510,2019-11-06,125.2,-0.012462533522637598
7511,2019-11-07,124.68,-0.0041533546325878135
7512,2019-11-08,123.3,-0.011068334937439972
7513,2019-11-11,123.85,0.0044606650446066265
7514,2019-11-12,123.18,-0.005409769882922744
7515,2019-11-13,124.61,0.011609027439519304
7516,2019-11-14,126.28,0.013401813658614925
7517,2019-11-15,124.95,-0.010532150776053184
7518,2019-11-18,126.59,0.013125250100040065
7519,2019-11-19,127.46,0.0068725807725726895
7520,2019-11-20,125.64,-0.014278989486897764
7521,2019-11-21,124.87,-0.006128621458134309
7522,2019-11-22,125.53,0.005285496916793475
7523,2019-11-25,128.65,0.02485461642635234
7524,2019-11-26,130.28,0.012670034978624178
7525,2019-11-27,130.37,0.0006908197727970578
7526,2019-11-29,129.83,-0.004142057221753426
7527,2019-12-02,126.35,-0.026804282523299805
7528,2019-12-03,122.78,-0.028254847645429293
7529,2019-12-04,123.31,0.004316663951783761
7530,2019-12-05,123.64,0.00267618198037467
7531,2019-12-06,131.48,0.06340989970883193
7532,2019-12-09,136.56,0.038637055065409376
7533,2019-12-10,135.0,-0.011423550087873435
7534,2019-12-11,134.37,-0.004666666666666597
7535,2019-12-12,132.68,-0.012577212175336694
7536,2019-12-13,144.51,0.08916189327705748
7537,2019-12-16,143.85,-0.004567157982146575
7538,2019-12-17,137.48,-0.04428223844282242
7539,2019-12-18,144.56,0.05149839976723891
7540,2019-12-19,150.14,0.038599889319313574
7541,2019-12-20,147.17,-0.01978153723191689
7542,2019-12-23,143.91,-0.0221512536522388
7543,2019-12-24,143.87,-0.00027795149746367986
7544,2019-12-26,143.07,-0.0055605755195663464
7545,2019-12-27,140.29,-0.019431047738869056
7546,2019-12-30,133.56,-0.04797205788010539
7547,2019-12-31,139.52,0.044624138963761606
7548,2020-01-02,137.7,-0.013044724770642335
7549,2020-01-03,133.46,-0.030791575889615008
7550,2020-01-06,132.51,-0.007118237674209604
7551,2020-01-07,129.78,-0.020602218700475405
7552,2020-01-08,136.42,0.051163507474186964
7553,2020-01-09,133.47,-0.02162439524996329
7554,2020-01-10,128.15,-0.039859144377013545
7555,2020-01-13,131.27,0.02434646898166215
7556,2020-01-14,130.82,-0.0034280490591911406
7557,2020-01-15,135.53,0.03600366916373643
7558,2020-01-16,135.53,0.0
7559,2020-01-17,134.62,-0.006714380579945334
7560,2020-01-21,132.7,-0.014262368147377913
7561,2020-01-22,129.93,-0.02087415222305944
7562,2020-01-23,131.76,0.014084507042253502
7563,2020-01-24,127.02,-0.0359744990892531
7564,2020-01-27,127.21,0.0014958274287513174
7565,2020-01-28,125.61,-0.012577627545004244
7566,2020-01-29,125.15,-0.003662128811400267
7567,2020-01-30,129.95,0.03835397522972417
7568,2020-01-31,135.73,0.0444786456329358
7569,2020-02-03,127.7,-0.05916157076549022
7570,2020-02-04,128.65,0.007439310884886474
7571,2020-02-05,129.78,0.008783521181500165
7572,2020-02-06,134.48,0.036215133302511804
7573,2020-02-07,132.21,-0.016879833432480562
7574,2020-02-10,133.29,0.008168822328114222
7575,2020-02-11,132.95,-0.0025508290194313776
7576,2020-02-12,133.2,0.0018804061677322181
7577,2020-02-13,133.04,-0.001201201201201152
7578,2020-02-14,132.67,-0.002781118460613352
7579,2020-02-18,137.66,0.03761212029848493
7580,2020-02-19,141.81,0.030146738340839807
7581,2020-02-20,137.12,-0.03307242084479234
7582,2020-02-21,135.14,-0.014439906651108614
7583,2020-02-24,130.48,-0.03448275862068961
7584,2020-02-25,130.79,0.002375843041079184
7585,2020-02-26,130.65,-0.0010704182276931595
7586,2020-02-27,130.65,0.0
7587,2020-02-28,130.82,0.0013011863758132236
7588,2020-03-02,126.84,-0.030423482647913058
7589,2020-03-03,123.06,-0.0298013245033113
7590,2020-03-04,127.38,0.03510482691370065
7591,2020-03-05,123.61,-0.029596482964358573
7592,2020-03-06,126.08,0.0199822020872098
7593,2020-03-09,121.57,-0.03577093908629447
7594,2020-03-10,121.38,-0.001562885580324025
7595,2020-03-11,121.72,0.0028011204481792618
7596,2020-03-12,115.79,-0.04871837002957602
7597,2020-03-13,115.79,0.0
7598,2020-03-16,114.66,-0.009759046549788541
7599,2020-03-17,116.67,0.017530088958660484
7600,2020-03-18,113.54,-0.026827804919859366
7601,2020-03-19,115.44,0.016734190593623355
7602,2020-03-20,118.12,0.023215523215523337
7603,2020-03-23,117.05,-0.009058584490348909
7604,2020-03-24,117.75,0.005980350277659197
7605,2020-03-25,116.6,-0.009766454352441611
7606,2020-03-26,118.97,0.02032590051457972
7607,2020-03-27,117.41,-0.013112549382197192
7608,2020-03-30,122.18,0.04062686312920549
7609,2020-03-31,125.49,0.027091176952037888
7610,2020-04-01,115.48,-0.07976731213642518
7611,2020-04-02,118.43,0.025545549012816027
7612,2020-04-03,120.57,0.018069745841425178
7613,2020-04-06,121.01,0.0036493323380610843
7614,2020-04-07,118.48,-0.020907363027848902
7615,2020-04-08,119.3,0.006920999324780519
7616,2020-04-09,120.85,0.012992455993294127
7617,2020-04-13,119.6,-0.010343400910219236
7618,2020-04-14,122.33,0.022826086956521774
7619,2020-04-15,122.42,0.0007357148696149896
7620,2020-04-16,122.33,-0.0007351739911779509
7621,2020-04-17,126.43,0.033515899615793376
7622,2020-04-20,125.34,-0.008621371509926479
7623,2020-04-21,123.71,-0.013004627413435554
7624,2020-04-22,126.19,0.020046883841241536
7625,2020-04-23,125.22,-0.007686821459703563
7626,2020-04-24,126.51,0.01030186871106853
7627,2020-04-27,129.29,0.021974547466603322
7628,2020-04-28,129.23,-0.00046407301415429814
7629,2020-04-29,132.6,0.026077536175810545
7630,2020-04-30,130.38,-0.01674208144796374
7631,2020-05-01,130.38,0.0
7632,2020-05-04,131.29,0.006979598097867745
7633,2020-05-05,128.26,-0.02307868078299946
7634,2020-05-06,128.59,0.002572898799313883
7635,2020-05-07,130.67,0.016175441325141815
7636,2020-05-08,132.21,0.011785413637407371
7637,2020-05-11,129.1,-0.02352318281521837
7638,2020-05-12,125.97,-0.024244771494965067
7639,2020-05-13,123.43,-0.020163530999444235
7640,2020-05-14,124.35,0.007453617434983295
7641,2020-05-15,124.47,0.0009650180940892206
7642,2020-05-18,129.23,0.03824214670201642
7643,2020-05-19,127.48,-0.01354174727230506
7644,2020-05-20,125.95,-0.012001882648258522
7645,2020-05-21,124.53,-0.011274315204446217
7646,2020-05-22,125.78,0.010037741909580067
7647,2020-05-26,129.11,0.026474797265066075
7648,2020-05-27,129.96,0.00658353342111373
7649,2020-05-28,129.96,0.0
7650,2020-05-29,131.72,0.013542628501077125
7651,2020-06-01,132.09,0.002808988764045006
7652,2020-06-02,132.61,0.0039367098190628
7653,2020-06-03,131.5,-0.008370409471382345
7654,2020-06-04,130.77,-0.005551330798479026
7655,2020-06-05,129.87,-0.006882312456985562
7656,2020-06-08,129.11,-0.005852005852005737
7657,2020-06-09,124.93,-0.03237549376500659
7658,2020-06-10,127.74,0.02249259585367791
7659,2020-06-11,131.29,0.02779082511351172
7660,2020-06-12,133.54,0.017137634244801525
7661,2020-06-15,137.33,0.02838100943537536
7662,2020-06-16,133.85,-0.025340420884002124
7663,2020-06-17,135.49,0.01225252147926792
7664,2020-06-18,134.9,-0.004354564912539716
7665,2020-06-19,125.38,-0.07057079318013348
7666,2020-06-22,135.54,0.08103365768065074
7667,2020-06-23,135.2,-0.0025084845801977007
7668,2020-06-24,134.05,-0.008505917159763121
7669,2020-06-25,131.92,-0.01588959343528551
7670,2020-06-26,137.47,0.04207095209217715
7671,2020-06-29,135.75,-0.0125118207608933
7672,2020-06-30,148.27,0.09222836095764286
7673,2020-07-01,142.44,-0.03932015916908349
7674,2020-07-02,146.34,0.027379949452400965
7675,2020-07-06,140.98,-0.036627032936996096
7676,2020-07-07,138.34,-0.018726060434104075
7677,2020-07-08,144.46,0.04423883186352473
7678,2020-07-09,138.84,-0.038903502699709325
7679,2020-07-10,135.68,-0.02276001152405649
7680,2020-07-13,128.52,-0.05277122641509435
7681,2020-07-14,131.1,0.02007469654528471
7682,2020-07-15,146.53,0.1176964149504196
7683,2020-07-16,142.44,-0.02791237289292292
7684,2020-07-17,140.81,-0.011443414771131644
7685,2020-07-20,145.9,0.03614800085221215
7686,2020-07-21,134.84,-0.07580534612748457
7687,2020-07-22,140.39,0.04115989320676339
7688,2020-07-23,140.74,0.0024930550609019164
7689,2020-07-24,139.4,-0.00952110274264606
7690,2020-07-27,139.61,0.0015064562410329607
7691,2020-07-28,139.64,0.0002148843206071227
7692,2020-07-29,140.86,0.008736751647092644
7693,2020-07-30,138.99,-0.013275592787164614
7694,2020-07-31,141.56,0.0184905388876897
7695,2020-08-03,141.77,0.0014834699067534096
7696,2020-08-04,141.64,-0.0009169782041336116
7697,2020-08-05,139.59,-0.014473312623552559
7698,2020-08-06,141.75,0.015473887814313247
7699,2020-08-07,139.75,-0.014109347442680775
7700,2020-08-10,137.5,-0.01610017889087656
